protocol_name,knesset_number,protocol_type,speaker_name,sentence_text
23_ptv_578475.docx,23,committee,מיכל לזרוביץ',"אז לשאלתך , קודם כל צריך להגיד שבשנה האחרונה היה קצת יותר מורכב , גם הרבה מכרזים למשרות בכירות לא כל כך התפרסמו והתפנו , וגם מול מנכ""לים , ממלאי מקום וכולי . הדבר השני שציין עידו מהממ""מ זה נושא של פיילוט השעות הנוספות מהבית , אנחנו נגיד שהוא מאוד התרחב בשנים האחרונות והוא עוד צפוי להתרחב שוב בספטמבר , ובעצם להכניס עוד קבוצה גדולה של הורים שיוכלו להשתמש בו . אנחנו כרגע עובדים עם הרשות לקידום מעמד האישה על החלטת ממשלה שמתייחסת למה עושים במשרדים שבהם באופן קונסיסטנטי אני לא רואים שעולה אחוז הנשים בסגל הבכיר , למרות שיש שם נשים בסך הכל בדרג הביניים , ואנחנו עובדים המון עם הנשים עצמן בדרג הביניים לגבי כלים שונים ומשונים מכל מיני סוגים , כדי לקדם אותן למשרות הבכירות . אני לא אמרתי למה לא , אמרתי שהוא לא קיים כי עד היום לא החליטו לנקוט במדיניות של ייעוד משרות או לא לתת את האופציה במידה ואין אישה בכירה בתפקיד באותו משרד , לא לתת למשרד למנות . זה היה מותנה גם בדרגה וגם בסוג העיסוק ."
23_ptv_578475.docx,23,committee,מיכל לזרוביץ',"יש הנחיה מפורטת בנוגע לכישורים דומים , זה על פי חוק בעצם . יש פה שתי שאלות . אבל אנחנו כמובן עם כניסתם של המנכ""לים החדשים שלחנו לכולם את הדו""ח שלנו ובעצם צריכים לעבוד מולם ולשקף להם את המספרים ואת הסטטוס שלהם . אני אומרת שכרגע הדבר הזה לא קיים . אנחנו כן רצינו בדו""ח האחרון שלנו שאנחנו אמורים להציג גם בוועדה , הדו""ח החמש שנתי , להתייחס לפערי השכר בין המשרדים ולהציג אותם בתוך הדו""ח במסגרת דיווח גורף , אבל בעצם באגף השכר אמרו לנו שהם מפרסמים כבר את הנתונים על פערי השכר באופן שהם מפרסמים בדו""ח שלהם ולא פר משרד ."
23_ptv_578475.docx,23,committee,מיכל לזרוביץ',"זו מדיניות שהיא שנויה במחלוקת , אנחנו כן כרגע דנים בה כאופציה משמעותית , בגלל משרדים בדיוק מהסוג הזה כמו שתיארת . יש פה בהחלט דברים שהגדרנו אותם ב- 2015 , יש שיפו במצב הסגל הבכיר היום , יש לנו את הדו""ח המסכם בין 2014 - 2019 וכן אחרי שעברו החמש שנים האלה יש אולי טעם להגדיר יעדים חדשים וגם את הדרכים להגיע ליעדים האלה , כי את המסלול בחמש השנים האחרונות ואת ההמלצות של הוועדה , רובן יושמו , ראינו עליה באחוז הנשים בסגל הבכיר , עדיין לא הגענו למקום שבו אנחנו רוצים להיות . מה שאנחנו עושים ברמה העקרונית זה פרסום , פניה למשרד , בקשה לתכנית עבודה , איתור אקטיבי שלנו כדי לנסות להביא במכרזים שלהם נשים שיתמודדו , לפעמים בעצם במסגרת אפילו ועדת הבוחנים . אנחנו כן ואמרתי את זה גם קודם , אנחנו כרגע ביחד עם הרשות לקידום מעמד האישה , זאת המדיניות שאנחנו מגבשים , לגבי מה עושים עם משרדים כאלה שהם באופן קונסיסטנטי עם אחוזים נמוכים של נשים גם ברמה של לא יודעת אם לקרוא לזה ייעוד משרות או הגדרה שאם לא תבחרו אישה לא תוכלו לאייש את התפקיד , אני אומרת , זה מאוד מרחיק לכת וגם אני חייבת להגיד שלא כל הארגונים ולא כל המחקר הוא , לא בהמון מדינות בעולם מבצעים את המדיניות הזאת . בוועדת הבוחנים שני תפקידים בכירים ."
23_ptv_578475.docx,23,committee,סונדוס סאלח,"תודה . כי אני יודעת שזה לא נמצא בכל מועצה . הדו""ח של פערי השכר ל- 2018 שמתייחס גם לשנים הקודמות , שזה גם כן מדאיג שזה הדו""ח האחרון שהתעסקו בו על פערים מגדריים בשכר , והמלצות של הדו""חות האלה והוועדות האלה לא מיושמות לתכנית עבודה . זה חובה שיהיה בכל מועצה ולא קשור למספר התושבים ? מי נופל מתחת לקו הזה ?"
23_ptv_578475.docx,23,committee,סונדוס סאלח,"למה חשוב לנו במגזר הציבורי ולמה חשוב לנו לדבר ולהציף את הנושא כאן בוועדה ובכל ועדה אפשרית ? מיפוי החסמים ומה ההמלצות כדי לגשר על הפערים האלה והחסמים האלה . הדיון הזה מחזק את הקשר ההדוק בין הייצוג לבין פערי השכר הקיימים בין גברים לנשים ורואים שיש צורך גדול בלטפל בשני המישורים ביחד ואחד מושפע מהשני . את יכולה לפרט ? בואו נשאל את עצמנו למה נשים עובדות פחות שעות , האם המסגרות הקיימות בישובים השונים , מסגרות לילדים , מסגרות העבודה , מרחק העבודה , מרכזי התעסוקה בתוך הישובים השונים מאפשרים לנשים לעבוד יותר ."
23_ptv_578475.docx,23,committee,סונדוס סאלח,"אני מאמינה שיותר נשים בתוך הוועדות יביאו את הטמעת הראייה המגדרית והסוגיות והאתגרים והקשיים העומדים בפני נשים . אני רוצה לשמוע מכלל המשרדים האם יש תכנית עבודה ולא רק הצגת נתונים בפנינו . אני מכירה לפחות שבע רשויות שאין בהן יועצת . אבל ההתעסקות בפערים המגדריים בשכר הם שקופים ולא ממש מתעסקים בהם . אם אנחנו שמים לב להחלטה האחרונה למענק החזרת עובדות באמצע משבר הקורונה , לכל עובד שמשתכר מעל 3,300 מוחזר לעבודה , המעסיק יקבל מענק ."
23_ptv_578475.docx,23,committee,סונדוס סאלח,"יש לי שאלה לגבי היועצת לקידום מעמד האישה במועצות והעיריות . יותר מורות . כשאנחנו שואלים ומעלים את הנושא , אני רוצה גם להודות לממ""מ על העבודה שאתם תמיד עושים , אבל שמנו לב שקשה למצוא נתונים ספציפיים על הנשים הערביות במגזר הציבורי . אנחנו מעט מאוד שומעים על פערים , אבל שומעים גם מעט מאוד על ההמלצות ותכניות העבודה שבאות ליישם ולעודד נשים יותר להכנס למגזר הציבורי . אני מאוד שמחה על ההצעה של יו""ר הוועדה לקדם את התקצוב לחברות שמאפשרות יותר ייצוג נשים , אבל אני רוצה להזכיר לך שאפליה בהעסקת נשים היא גם כן בחסות הממשלה ."
23_ptv_578475.docx,23,committee,סונדוס סאלח,"אז שני הנושאים האלה מדאיגים מאוד , השתלבות נשים במגזר הציבורי וגם פערי השכר הקיימים . הנשים שמועסקות בחלקיות משרה , מתחת ל- 3,300 שקל , ואנחנו פוגעים בהן עוד פעם ועוד פעם ולא מחזירים אותן לעבודה ולא מעודדים את המעסיקים שלהן להחזיר אותן לעבודה . כשאת אומרת מנסים , מה זאת אומרת ? האם זה לכל מועצה , האם זה מוגבל במספר התושבים ? מדובר באפליה והאפליה היא תמונת ראי לכל מה שקורה מחוץ למקום העבודה , והיא נותנת לגיטימציה לאפליה בכל הרמות ."
23_ptv_578475.docx,23,committee,סונדוס סאלח,"תודה . לכן יש דחיפות רבה לטפל בפערים המגדריים על מנת להמשיך לעודד נשים להשתלב יותר בעבודה ולתרום למשק באופן רב יותר . כי זה יכול להיות פתח לעוד אפליה מתמשכת וזה יכול להיות מקור להמשך אלימות כלכלית נגד נשים ואלימות בכל הרמות . כשאני אומרת 'פערים מגדריים' , אלה פערים שלא קשורים לסוג העבודה , לשעות העבודה וזה יכול להיות שאותה עבודה שמתבצעת באותן שעות ובאותה אישיות , אבל ההבדל הוא שזה גבר ואשה ובכל זאת משתכרים פחות , הגבר משתכר יותר טוב מהאישה . אלה השאלות שאנחנו צריכים לשאול ."
23_ptv_578475.docx,23,committee,סונדוס סאלח,"יש צורך לעשות רגולציה על ההחלטות של הממשלה בראייה מגדרית איפה נשים עומדות בפני החלטות אלה שמתקבלות ככה בלי שום ביקורת מגדרית . רק רבע מהנשים משתלבות במשק העבודה הציבורי וככל שאנחנו עולות יותר בדרג הבכירות אנחנו נמצא פחות נשים . המעסיקים בודקים את עצמם ? אם אנחנו מדברים , ושוב , פעם נוספת אני מרגישה שאנחנו גם כן יש רמיזה להאשמת נשים שעובדות פחות שעות . אני מאוד מסכימה שצריך להתחיל את השינוי הזה במודל בתוך הכנסת עצמה , ואני מזכירה בהקשר זה הצעת חוק שהגשתי שיהיה ייצוג הולם בתוך הכנסת ביושבי ראש ועדות הכנסת שנתחיל מכאן , שיהיה ייצוג הולם לנשים ."
23_ptv_578475.docx,23,committee,עודד פורר,"בבקשה חיה . ב- 2014 . תודה . את יכולה לעשות את זה במפתחות גם . בואי ניקח דוגמה , בנתונים לפחות שמונחים בפנינו ."
23_ptv_578475.docx,23,committee,עודד פורר,"תודה . אחר כך ארצה התייחסות של מיכל מנציבות שירות המדינה לגבי היכולת של הנציב לקבוע יעדים . זאת אומרת אם עכשיו נניח משרד קטן , כמו שאת אומרת , שיש בו חמישה נושאי תפקידים בכירים כולם אינם נשים , ויש התמודדות , האם אומרים 'תשמעו , אנחנו חייבים , קחו בחשבון פה שצריך לנסות ובאמת לאזן' האם זה נושא שאיתו מגיע הנציג של הנציבות לוועדה ? האירוע הוא בעצם העובדה שבמינויים בכירים בשירות המדינה נשים נמצאות מאחור , זה מה שמשליך על חלק מהנושא של השכר . הרי מינויים בכירים ברמה מסוימת חייבים גם אישור של משרד הפנים ."
23_ptv_578475.docx,23,committee,עודד פורר,"מיכל לזרוביץ' אני חוזר אלייך . אחר כך ארצה לחזור שוב למיכל מנציבות שירות המדינה , מה אתם עושים למשרדים כפי שציינתי , זאת אומרת אם יש משרד שבו יש אפס ייצוג , מה ההתייחסות של שירות המדינה שם ? סליחה , לעניין הזה מעניין אותי , אתם מכירים ובודקים ? קיי , הנה פה תיקנו עיוות' אז בואי נשאל על ועדת הבוחנים למשל . נכון ."
23_ptv_578475.docx,23,committee,עודד פורר,"אם תוכלי לציין כמה פעמים התערבתם בתקופה האחרונה סביב הנושא הזה ? מי נמצא איתנו מהממונה על השכר ? חיה מנע מלשכת העצמאים והעצמאיות להב , ואחר כך ח""כ סונדוס סאלח , אחרי זה אני אחזור לנציבות . אני אבקש לקיים כאן דיון נוסף עם נציבות שירות המדינה , עם דיווח מסודר של נציבות שירות המדינה על נשים בתפקידים בכירים במשרדי ממשלה , כולל משרד - משרד , אני רוצה לעבור משרד - משרד , שנציבות שירות המדינה תבוא לכאן ותתן לנו את הדיווח פר משרד , נראה מה קורה ברמת מנהל אגף בכיר בכל משרד , מה אחוזי הייצוג . איילת גלילי מלשכת עורכי הדין ."
23_ptv_578475.docx,23,committee,עודד פורר,"אנחנו גם נשמע פה את נציבות שירות המדינה ואת משרדי הממשלה השונים . בואי ניקח את המשרד לפיתוח הנגב והגליל והפריפריה , שיש בו אפס נשים בעמדות בכירות . ח""כ סונדוס סאלח , אחרייך מיכל לזרוביץ' מנציבות שירות המדינה ואז אני אסכם את הדיון . מיכל , הפנה את תשומת לבי מרכז המחקר והמידע של הכנסת שביוני 2014 הייתה החלטת ממשלה שמאמצת את ועדת שטראובר , ומנציבות שירות המדינה נמסר במענה על פניית הממ""מ כי יעד הייצוג ההולם הרוחבי הוא 50 % ייצוג לנשים במשרות הסגל הבכיר בשירות מדינה והנציבות קובעת יעדים דיפרנציאליים לייצוג הולם לכל משרד בהתאם למאפייניו . א . מי מכהנת כיועצת כזו ומה התקציב פעילות שניתן לה לטובת העניין ."
23_ptv_578475.docx,23,committee,עודד פורר,"אז אנחנו מגלים שיש פה איזו שהיא בעיה ברשויות המקומיות עם הסיפור הזה . אבישג שחם חדד מויצ""ו ואחריה ח""כ היבה יזבק . חשוב לציין שכיהנת כמנהלת כללית של משרד ממשלתי . אני לא מדבר על הכישורים הדומים , אני מדבר על המצבה באותו משרד . הרבה פעמים בפוליטיקה אומרים שצריך להגדיל את הבריכה ."
23_ptv_578475.docx,23,committee,עודד פורר,הישיבה נעולה . אין מספיק נשים שמשתתפות בכלל בעשייה הפוליטית ולכן אנחנו גם לא רואים מספיק נשים שעולות כלפי מעלה . עושים תקציב פנוי שהוא בונוס למשרד שבהנהלה שלו יש ייצוג הולם . הבעיה המרכזית היא אחוז ההעסקה במשרות בכירות . תודה .
23_ptv_578475.docx,23,committee,עודד פורר,זה מרגיש שמקריאים לי צ'ק ליסט ולא באמת פעולות שאני יכול להגיד 'או . תודה . תודה . הנתונים שיש לי הם לשנת 2018 . בסך הכל 763 עובדים זכאים ?
23_ptv_578475.docx,23,committee,עודד פורר,"תודה . נציבות שירות המדינה מיכל לזרוביץ' , מנהלת האגף לשוויון מגדרי בבקשה . אני רוצה לנצל את הדברים שלך לגבי הרשויות המקומיות ולעבור לגברת גלית וידרמן ממשרד הפנים , מנהלת אגף בכיר לבקרת ההון האנושי ברשויות המקומיות . תודה . ח""כ סגלוביץ' בבקשה ."
23_ptv_578475.docx,23,committee,עודד פורר,"נשמח לשמוע התייחסות שלכם לעניין . בהחלט אני חייב לומר שנתונים שהוצגו לוועדה לגבי ייצוג הולם משרות בכירות בשירות הציבורי , לא עומדים ברף הראוי ולא ברף הרצוי וגם לא ברף שהגדירה הממשלה לעצמה . תודה . אני חייב לומר לך שאני כמי שמאמין יותר בשיטת הגזר מאשר בשיטת המקל בנושאים האלה לא פוסל הצעת חוק ואני אשמח להגיש את זה יחד עם כל חברות וחברי הוועדה , שבתקצוב השנתי , משרד האוצר , הרי השרים בסוף כשבונים את תקציב המשרד כולם נלחמים על התקציב הפנוי שלהם , לא התקציב הקבוע . אולי יגדילו עוד משרדים ."
23_ptv_578475.docx,23,committee,עודד פורר,"את יודעת היטב כמי שכיהנה כמנכ""לית , שאם שר יודע שיש לו אפשרות לקבל תקציב לפרויקטים ייעודיים , גם אם הוא תקציב לא בבסיס אלא בתקציב המשתנה , דווקא זה התקציב שאיתו הוא יכול לפעול , שעליו יש לו הכי הרבה השפעה . אם יהיו 70 משרדים אז יכול להיות שיצליחו . האם שם נעשית הבקרה הזאת ואז נמנע האישור ? איזה פעולות נקטתם מול משרד פריפריה נגב והגליל ? תודה ."
23_ptv_578475.docx,23,committee,עודד פורר,"לפחות בשלב הראשון , שנדע על איזה קרקע אנחנו עומדים . מי מפקח בשלטון המקומי ? אבל אתם גם נותנים את הגדרת התפקיד אם אני לא טועה , כשאתם מחייבים אותם למנות ? שוב , אנחנו צריכים לנסות למקד בתוך האירוע הזה . גם מנכ""ל שיודע שתקציב משרדו יכול לגדול"
23_ptv_578475.docx,23,committee,עודד פורר,"בנוסף וזה לא קשור , אבל זה עלה מתוך הדיון , אני מבקש לקבוע דיון על הפעילות של היועצות למעמד האישה בשלטון המקומי כולל הגדרת התפקיד שלהן , כולל תקציב הפעולות שיש בכל רשות ורשות . אם תוכלי להתייחס למשרדים שאנחנו יודעים שהם ברמה מאוד מאוד נמוכה , למשל אם במשרד פיתוח הפריפריה נגב והגליל לפחות מהנתונים שהניחו בפני שדולת הנשים , אנחנו מדברים על אחוז נשים מאוד גבוה במועסקות , מעל 60 % , אבל אפס במינוים בכירים במשרד . אני מבקש לסיים את הדיון . גלית בבקשה . ח""כ אורלי פורמן , אחרייך אבישג שחם חדד מויצ""ו ."
23_ptv_578475.docx,23,committee,עודד פורר,"בשירות המדינה רוב העובדות הן נשים . בבקשה מיכל . עכשיו העובדות הסוציאליות יעשו כנראה הרבה שעות נוספות לפי המתווה . ח""כ היבה יזבק , אחרייך איילת גלילי מלשכת עורכי הדין . במכרז לתפקיד בכיר בשירות המדינה יש ועדה שמורכבת גם מנציג הנציבות שיושב בוועדה ."
23_ptv_578475.docx,23,committee,עודד פורר,"תודה . דבר שני שאבקש לעשות , אני מבקש מהיועצת המשפטית של הוועדה לנסח הצעת חוק שתתקן , לא יודע אם זה חוק יסוד משק המדינה או חוק יסודות התקציב , אבל תקבע שלמשרד שיהיה ייצוג הולם של נשים בתפקידים בכירים , שוב אני חוזר , אני מסתכל בחתך לא באופן כללי אלא רק על התפקידים הבכירים , יקבל הקצאת תקציב נוספת . תודה . 'אם אתם רוצים להמשיך לעבוד בצורה הזאת , תדעו את זה' . דיון מהיר של חברי הכנסת יובל סגלוביץ' , סונדוס סאלח ואלי אבידר ."
23_ptv_578475.docx,23,committee,עודד פורר,"אתם הרי לא מתקרבים אליו אפילו . זאת אומרת אתם הצבתם יעד של 50 % , איפה אתם עומדים בו ? אני מבקש שמשרד הפנים יגיע מוכן לדיון הזה עם פירוט לפחות מה - 50 רשויות הגדולות , לדעת מה התקציב שניתן לכל אחת מהיועצות האלה לפעילות . ח""כ יואב סגלוביץ' . מיכל , תני לי לכוון אותך קצת ."
23_ptv_578475.docx,23,committee,עודד פורר,"זה לא קשור לשכר אבל מה הפעולות שעושה אותה היועצת או שפשוט הוסיפו לתפקיד הגדרת תפקיד או שהיא עושה פעם בשנה טקס עירוני ובזה זה נגמר ? תודה . מה עשתה נציבות שירות המדינה מול המשרד הזה ? מרכז המחקר והמידע , אתם רוצים לסכם את הנתונים לפני שאתן לנציבות שירות המדינה ? תודה ."
23_ptv_578475.docx,23,committee,עודד פורר,"אני אדבר איתה , צריך לראות איזה שהוא סכום שיהיה סכום לפרויקטים משרדיים בהתאם למשרד כמובן , כחלק מתקציב המדינה , אני חושב שיכולים להקדיש סכום כסף בתוך התקציב שבסוף ישרת את כלל אזרחי ישראל . תראי את האבסורד . לפיכך ברור שהנושא הזה מחייב כניסה יותר מעמיקה , גם שללנו , לתוך התחום הזה , אבל גם עבודת מטה מסודרת גם בתוך משרדי הממשלה . האם יש הנחיה לנציג הזה או מונחת בפני ועדת הבוחנים הנחיה לבחור או לתעדף במקרים האלה ? תודה ."
23_ptv_578475.docx,23,committee,עידו אבגר,"בגדול מדובר על כך שגברים נוטים לאייש תפקידים בדירוגים שהשכר בהם הוא יותר גבוה , בעצם חלוקת עבודה מגדרית , שוק עבודה מגדרי , יש יותר נשים שהן קלדניות של שופטים ויותר גברים שהם שופטים או מוקבלי שופטים . בשמחה . בעצם האופציות האלה של העסקה יותר גמישה יכולה לסייע לנשים שעדיין הן אלה שאחראיות על מרבית העבודה במשק הבית , יכולה לאפשר להן גם במקביל להשקיע יותר בעבודה ולהתקדם יותר בקריירה . נשים הן 63 % מהעובדים בשירות המדינה , הן רק 43 % מהסגל הבכיר בשירות המדינה ורק 19 % מהמנכ""לים ומוקבלי המנכ""לים והתופעה הזאת כמובן קשורה בצורה הדוקה לפערי השכר המגדריים . מכך אני רוצה להביא את הדיון לנקודה שאולי אפשר להתקדם מעבר לנתונים היבשים ."
23_ptv_578475.docx,23,committee,עידו אבגר,"נשים מהוות את רוב העובדים בשירות המדינה ובמגזר הציבורי , אבל הן מיעוט בקרב התפקידים הבכירים . אני לא נכנס פה למה הביא אותן לחלוקה המגדרית הזאת . יותר מורות ויותר מנהלי בתי ספר וכולי . גברים גם מאיישים באחוזים יותר גבוהים דרגות בכירות , כפי שציינתי בתחילת הדברים שלי , ולכן שוב , הם מקבלים שכר יותר גבוה . אין לנו הרבה נתונים על הפיילוט הזה , יכול להיות שנציגי נציבות שירות המדינה יוכלו להתייחס לזה , אבל אני כן יודע שהממונה על השכר באוצר מדווח שבעקבות יישום הפיילוט רואים עלייה בצריכה של נשים של שעות נוספות מקרב המשתתפות בפיילוט ."
23_ptv_578475.docx,23,committee,עידו אבגר,"תודה אדוני היו""ר . תודה רבה . הסיבות לכך הן לא בחירה של נשים מול בחירה של גברים . בשירות המדינה בגדול אין תפקידים זהים שכר שונה , השכר נקבע על פי התפקיד . אבל שוב , כאמור , אם גבר יעשה יותר שעות נוספות הוא ירוויח יותר ."
23_ptv_578475.docx,23,committee,עידו אבגר,"הממונה על השכר באוצר מונה מספר סיבות שמביאות לפערי השכר האלה , הסיבות האלה מוכרות במחקר . יותר עובדות סוציאליות כפי ששמענו בדיון הקודם , ויותר רופאים . זה האפיון של שוק העבודה . קודם כל אולי נדבר על ייצוג , לפני שאנחנו מדברים על שכר . הערה אחרונה שאני רוצה להתייחס אליה נוגעת למשבר הקורונה שאנחנו עדיין בשיאו , ועל הרקע של המשבר הזה בשירות המדינה כמו בגופים אחרים יש מעבר של חלק מהעובדים לעבודה מהבית , וגם כאן לפי הנתונים שפרסמה נציבות שירות המדינה , אנחנו רואים שיש חלק גדול יחסית לנשים וחלק גדול יחסית לאימהות מקרב אלה שמנצלים את האפשרות הזאת לעבוד מהבית ."
23_ptv_578475.docx,23,committee,עידו אבגר,"זה מרכיב שמשפיע בצורה די משמעותית על השכר . בעצם חלק מההבדלים האלה מעידים על כך שאם יהיה שינוי באפשרויות ההעסקה , אם ההעסקה תהיה יותר גמישה יכול להיות שחלק מהפערים האלה יכולים להצטמצם . בגופים הציבוריים הנתונים מוצגים במונחי שכר למשרה מלאה ושם הפערים הם עוד יותר גדולים , הם נעים בין 62% - 77 % , תלוי במערכת . בכלל המשק מובא נתון לפיו השכר הממוצע לעובדת הוא 78 % מהשכר הממוצע לעובד , אז בשירות המדינה המצב הוא קצת יותר טוב מהשוק הפרטי . אז מבחינת נתונים , אני לא אכנס כאן לכל הנתונים , הממונה על השכר באוצר מפרסם נתונים רבים בדו""חות שלו , אבל בכל החלקים של מערכות המגזר הציבורי אפשר לראות פערי שכר בין נשים לגברים , אם זה במשרדי הממשלה ספציפית , נשים מרוויחות בממוצע 83 % מגברים , זה שכר ממוצע לעובד ."
23_ptv_582824.docx,23,committee,אורלי פרומן,"לא חייבים שירה בציבור , אפשר לשיר בלב . יוליה , בהפחדות הם מומחים . השישי זה השבוע , למה תשיעי ? הם צריכים להתחנן ? די , זה הלוך ושוב ."
23_ptv_582824.docx,23,committee,אורלי פרומן,"אני רק רוצה עוד להוסיף , השבוע הוסיפו את סל התרבות . זהו , זה לא יעזור אחרת . אנחנו היינו צריכים לעשות את העבודה במקומם . אני חושבת שאנחנו צריכים לקבל תשובות מהדרג הכי גבוה , מראש הממשלה , מה מונע ממנו ולמה הוא עוצר את שני השרים האלה מלפתוח את עולם התרבות . מה זה ?"
23_ptv_582824.docx,23,committee,אורלי פרומן,"עוד לא התחלנו לנסות . אל תקרא לו , תביא את משרד הבריאות יחד עם ראש הממשלה , עם בני גנץ ועם חילי . תשברו את הכלים . זה יהיה ביזיון שנכריח אותם ללכת לבג""צ , שמעתם מה הם אמרו . אני יודעת את הכוונות הטובות של חילי , משחקים בכם ."
23_ptv_582824.docx,23,committee,אורלי פרומן,"המתווה של 14 ביוני היה תקף ויכול להיות תקף , הוא לא צריך לאשר אותו עוד פעם . פתחו את המוזיאונים , תראו את עם ישראל , משווע לתרבות , הוא עט על המוזיאונים . גם בילדים אתם הולכים לפגוע ? מה זה מה יקרה אחרי זה ? רביעייה , שקובעת את הכול ."
23_ptv_582824.docx,23,committee,אורלי פרומן,"אז אחרי לחץ כאילו שחררו , אבל מה אמר שר החינוך ? ראש הממשלה , אדלשטיין , חילי ובני גנץ , רביעייה בתוך החדר , שיסתכלו אחד לשני בעיניים ויגידו למה לא פותחים את עולם התרבות . אנחנו רוצים לעזור , כולנו באותו צד . למעלה מ- 200,000 איש עובדים בתעשיית אירועי התרבות . כמו פה במיקרופונים , מנקים לנו את המיקרופון במליאה , גם שם היה מתווה מאוד מסודר ."
23_ptv_582824.docx,23,committee,אורלי פרומן,"היינו מנסים , פותחים את התיאטראות , את הקונצרטים , את להקות המחול , את המופעים בחוץ , מקבלים נתונים על הדבקה כן או לא , על ביצוע כזה או אחר של המוסדות , מפיקים את הלקחים , משפרים וממשיכים . חברים , ב- 14 ביוני הייתה תוכנית לפתיחת עולם התרבות , אחרי כמה ימים היא נסגרה , מה קרה מאז ? אי אפשר להמשיך ככה . בדיוק . אז אני מבקשת , מצטרפת לקריאה – אגב , נעם , דני , המזגנים ממש בסדר באולמות שלכם , אתם יודעים , אל תנסו לחפש שם את הפתרון ."
23_ptv_582824.docx,23,committee,אורלי פרומן,"אבל היה מתווה . רק שייתנו לנו איפה . קרוב . אדוני ראש הממשלה , משהו חשוד בעיניי . למה אנחנו מעלים עוד פעם את משרד הבריאות ?"
23_ptv_582824.docx,23,committee,אורלי פרומן,"הציבור לא מטומטם . הוא לא צריך לאשר , הוא פשוט צריך לנסות ולהפעיל אותו . לא יכול להיות שכמעט כל העולם פתוח , כל העולם בתוך מדינת ישראל , ואת עולם התרבות נעלו . באמת , זה עולם עשיר כזה שנבנה לאורך שנים , לסמוך על המנהלים שהם יקיימו אחר ההנחיות וההוראות . מה זה הגמגומים האלה ?"
23_ptv_582824.docx,23,committee,אורלי פרומן,"אבל את המוזיאונים למדע לילדים בתקופה הזאת של החופש סגרו , למה ? כי עושים צחוק מכולנו . זה לא שיקולים מקצועיים שמנחים את סגירת עולם התרבות , כי כל הפתרונות המקצועיים ישנם ואנחנו צריכים לסמוך על מנהלי התרבות . תודה . זה יהיה ביזיון ."
23_ptv_582824.docx,23,committee,איתמר אביטן,"אנחנו עושים כל דבר , גם ללכת לכותל , אם זה יעזור . אנחנו מאיגוד עובדים הפכנו להיות איגוד לחלוקת מזון . נמצאים פה גם חברי ועד שאתמול אמרתי להם שימתינו , כרגע אנחנו יוצאים במגמה להגיד חברים , עובדים , תפתחו , תתחילו להזמין אמנים , בואו נקים במות . אז המסעדות פתחו בכוח ואמרו להם לסגור בארבע , אבל הם לא סגרו . אז כנראה לנו אין ברירה אחרת , אבל לפני שנגיד את האין ברירה , שזה בסוף דבריי , אני חושב קודם כל שבמקומות שמאושרת התקהלות , כמו בריכות , כמו ים , כמו בכל מקום שיש אישור להתקהלות תיתנו פשוט לאיש תרבות להופיע ."
23_ptv_582824.docx,23,committee,איתמר אביטן,"אנחנו רוצים פתיחה מיידית של עולם התרבות . שיבואו ויעצרו אותנו . לאנשים שלנו , אנחנו צריכים לחלק להם חבילות מזון . חבר הכנסת , אני לא נכנס לעניין הזה . עכשיו אני אגיד ברמה הכללית , האבסורד פה הוא שאם אנחנו נמכור , ראינו שהום סנטר החליטו שהם מוכרים מזון , אז אם הבימה ימכרו פסטות ולחמניות והכול אז זה בסדר שייכנסו לשם 500 איש לא בקפסולות , אחד על השני , עם העגלות והכול ?"
23_ptv_582824.docx,23,committee,איתמר אביטן,"יפעת , אנחנו לא מדברים על תאריכי יעד , עולם התרבות מרגע שפותחים אותו לוקח אותו להניע עשרה ימים עד שבועיים . עכשיו , זו אנרכיה . אפשר לפתוח את עולם התרבות עכשיו . מכיוון שאנחנו כנראה לא איימנו כמו המסעדות , פשוט לפתוח ולא לספור אותם , אז הוא פשוט מזלזל בנו . מה זה אנרכיה ?"
23_ptv_582824.docx,23,committee,איתמר אביטן,"עדיף לשבת בתא מעצר מאשר לראות חבילות מזון מגיעות לבית שלך . את זה אני באמת באמת באמת לא מצליח להבין וזה עניין של אולמות . אז עזבו פה את הדיבורים האלה . אני אומר עוד פעם , מי שפועל בכוח בסופו של דבר במדינה הזו מקבל והממשלה מתקפלת . אנחנו נהיינו איגוד לחלוקת מזון , זה הסיפור שנהיה פה ."
23_ptv_582824.docx,23,committee,איתמר אביטן,"אין פה היגיון וחוסר ההיגיון הזה מביא אותי לסוף דבריי . אנרכיה זה כשאין משילות ורק מי שפועל בכוח מקבל . לא רוצים ? אני הלכתי לכותל , ראיתי מה קורה בכותל , יש שם קפסולות , יש מאות אנשים שמגיעים לכותל בקפסולות . פרופ' גרוטו , שיש לו את אותו שם פרטי כמו שלי , הבטיח עד יום שלישי שעבר שהוא מביא מתווה ."
